epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,24982.3,0.79327,0.76485,1.22852,0.85505,0.90713,0.94803,0.76698,0.80505,0.55361,1.36897,0.000527872,0.000527872,0.000527872
39,25628.4,0.79102,0.76143,1.21849,0.84015,0.91822,0.94329,0.75629,0.81436,0.56659,1.38183,0.000519625,0.000519625,0.000519625
40,26274.3,0.79567,0.76126,1.23025,0.89013,0.88269,0.94678,0.75334,0.8345,0.55315,1.403,0.000511379,0.000511379,0.000511379
41,26925.8,0.79508,0.74767,1.22604,0.79264,0.87225,0.89946,0.72115,0.82466,0.62166,1.38756,0.000503132,0.000503132,0.000503132
42,27584,0.7943,0.74719,1.22448,0.77336,0.90084,0.89447,0.72057,0.82031,0.62746,1.38927,0.000494885,0.000494885,0.000494885
43,28265.1,0.77075,0.75298,1.2085,0.81921,0.90469,0.92817,0.75052,0.81018,0.58805,1.37942,0.000486639,0.000486639,0.000486639
44,28924.4,0.78056,0.74125,1.21526,0.8386,0.89657,0.93328,0.7493,0.81579,0.58283,1.37253,0.000478392,0.000478392,0.000478392
45,29581.1,0.77483,0.72642,1.2094,0.85227,0.86012,0.92002,0.73869,0.81389,0.584,1.37772,0.000470145,0.000470145,0.000470145
46,30233.9,0.77252,0.72019,1.21578,0.80499,0.89557,0.91194,0.73344,0.81384,0.58338,1.37546,0.000461898,0.000461898,0.000461898
47,656.688,0.7711,0.71346,1.20444,0.78007,0.90145,0.90788,0.72564,0.82997,0.64369,1.40073,0.000453652,0.000453652,0.000453652
48,1353.3,0.76085,0.71359,1.2,0.81616,0.88434,0.91309,0.73909,0.82622,0.5992,1.3822,0.000445405,0.000445405,0.000445405
49,2057.46,0.77124,0.70745,1.2104,0.86754,0.89176,0.94139,0.75964,0.80508,0.53692,1.36876,0.000437158,0.000437158,0.000437158
50,2760.46,0.74715,0.69287,1.19172,0.83573,0.88692,0.92442,0.75169,0.81606,0.57339,1.37765,0.000428912,0.000428912,0.000428912
51,3445.62,0.74653,0.6826,1.18919,0.82346,0.90862,0.92757,0.74773,0.81154,0.57476,1.37986,0.000420665,0.000420665,0.000420665
52,4177.92,0.75175,0.68552,1.19859,0.78388,0.91866,0.91784,0.74661,0.79949,0.60579,1.36506,0.000412418,0.000412418,0.000412418
53,4951.82,0.73882,0.68224,1.19123,0.85083,0.89095,0.93573,0.75899,0.79308,0.54229,1.35771,0.000404172,0.000404172,0.000404172
54,5668.08,0.73309,0.68613,1.18308,0.78868,0.92339,0.92333,0.74147,0.81964,0.58259,1.38881,0.000395925,0.000395925,0.000395925
55,6390.37,0.74395,0.67811,1.19335,0.88201,0.84591,0.92817,0.75651,0.80012,0.55148,1.37076,0.000387678,0.000387678,0.000387678
56,7104.25,0.72831,0.65999,1.18352,0.90398,0.86667,0.94913,0.76558,0.80372,0.51812,1.376,0.000379431,0.000379431,0.000379431
57,7806.06,0.72876,0.65849,1.18327,0.8443,0.9102,0.93758,0.75485,0.80697,0.55572,1.37384,0.000371185,0.000371185,0.000371185
58,8556.28,0.71451,0.6407,1.18068,0.82218,0.89296,0.92254,0.75208,0.78628,0.55596,1.35536,0.000362938,0.000362938,0.000362938
59,9350.22,0.70938,0.61248,1.16875,0.89058,0.90908,0.95388,0.77564,0.80014,0.50594,1.3665,0.000354691,0.000354691,0.000354691
60,10080.5,0.71387,0.63291,1.17964,0.87248,0.86741,0.93299,0.76233,0.7876,0.53844,1.35098,0.000346445,0.000346445,0.000346445
61,10824,0.70591,0.62354,1.17029,0.8545,0.88368,0.93353,0.75802,0.79731,0.54843,1.36161,0.000338198,0.000338198,0.000338198
62,11586.5,0.70701,0.63899,1.16452,0.86073,0.89809,0.93513,0.75439,0.82415,0.55637,1.40357,0.000329951,0.000329951,0.000329951
63,12319.6,0.7219,0.6327,1.18177,0.83024,0.91807,0.93795,0.75521,0.81681,0.54607,1.38387,0.000321705,0.000321705,0.000321705
64,13047.7,0.69152,0.61193,1.16536,0.86563,0.87225,0.93158,0.75725,0.79276,0.54079,1.36493,0.000313458,0.000313458,0.000313458
65,13721,0.70698,0.60974,1.18383,0.85246,0.90869,0.94338,0.76668,0.78766,0.52629,1.35904,0.000305211,0.000305211,0.000305211
66,14393.7,0.68856,0.59939,1.1587,0.85967,0.8771,0.94139,0.76188,0.79709,0.54629,1.36345,0.000296964,0.000296964,0.000296964
67,15045,0.68939,0.60108,1.15342,0.89096,0.88967,0.95303,0.76742,0.80613,0.51845,1.37538,0.000288718,0.000288718,0.000288718
68,15692.1,0.68048,0.58895,1.15959,0.87722,0.88778,0.94109,0.76322,0.80677,0.53502,1.38237,0.000280471,0.000280471,0.000280471
69,16350.7,0.67934,0.59111,1.15081,0.82577,0.921,0.93457,0.75844,0.79255,0.54509,1.36921,0.000272224,0.000272224,0.000272224
70,16984,0.67778,0.58333,1.1538,0.84197,0.88716,0.93557,0.76449,0.78462,0.54831,1.36185,0.000263978,0.000263978,0.000263978
71,17628.9,0.67062,0.57361,1.14768,0.835,0.92376,0.94183,0.76518,0.78833,0.53187,1.35694,0.000255731,0.000255731,0.000255731
72,18259.2,0.68395,0.57405,1.14799,0.85336,0.91045,0.94377,0.77007,0.78524,0.50794,1.35242,0.000247484,0.000247484,0.000247484
73,18897,0.67134,0.5608,1.14111,0.84735,0.89872,0.93909,0.76761,0.78442,0.52994,1.35686,0.000239238,0.000239238,0.000239238
74,19561.5,0.6678,0.56983,1.14775,0.85908,0.89488,0.93579,0.76468,0.78925,0.52857,1.35875,0.000230991,0.000230991,0.000230991
75,20235.8,0.66663,0.56765,1.14481,0.83679,0.92545,0.93706,0.76532,0.77941,0.51788,1.35741,0.000222744,0.000222744,0.000222744
76,20898.4,0.65292,0.57344,1.14071,0.84422,0.89985,0.92859,0.75735,0.78035,0.54603,1.35252,0.000214497,0.000214497,0.000214497
77,21550.7,0.66162,0.53489,1.13857,0.81998,0.93355,0.94378,0.76812,0.78724,0.52413,1.35493,0.000206251,0.000206251,0.000206251
78,22215.9,0.64857,0.53384,1.13341,0.86222,0.91192,0.94889,0.76994,0.79039,0.5042,1.36341,0.000198004,0.000198004,0.000198004
79,22885.7,0.63609,0.53695,1.1307,0.87784,0.87463,0.93427,0.76349,0.78842,0.52723,1.36702,0.000189757,0.000189757,0.000189757
80,23536.1,0.6575,0.54171,1.14333,0.87942,0.89035,0.93996,0.76462,0.78342,0.51699,1.35431,0.000181511,0.000181511,0.000181511
81,24137.8,0.64572,0.54329,1.13442,0.84649,0.89448,0.93453,0.75793,0.78764,0.55194,1.36051,0.000173264,0.000173264,0.000173264
82,24730.7,0.64468,0.52765,1.12882,0.85005,0.9128,0.93887,0.76559,0.77666,0.51635,1.35093,0.000165017,0.000165017,0.000165017
83,25323.4,0.63032,0.50451,1.12566,0.84667,0.9191,0.94297,0.77048,0.77843,0.50982,1.36366,0.000156771,0.000156771,0.000156771
84,25917.8,0.62166,0.51102,1.13283,0.88631,0.89859,0.9447,0.76911,0.78901,0.50846,1.37251,0.000148524,0.000148524,0.000148524
85,26509.4,0.63095,0.50904,1.11969,0.89524,0.86433,0.94119,0.76922,0.78008,0.52189,1.36337,0.000140277,0.000140277,0.000140277
86,27101.3,0.63004,0.51305,1.12638,0.88086,0.88753,0.93578,0.76386,0.78491,0.52764,1.3663,0.000132031,0.000132031,0.000132031
87,27693.2,0.61313,0.49512,1.11362,0.86392,0.87644,0.93153,0.75828,0.78241,0.54228,1.36741,0.000123784,0.000123784,0.000123784
88,28287.9,0.61782,0.49234,1.11551,0.86596,0.91305,0.94139,0.77056,0.77296,0.51522,1.35874,0.000115537,0.000115537,0.000115537
89,28880.9,0.60374,0.49635,1.10396,0.83912,0.8963,0.92955,0.75879,0.78888,0.55685,1.37401,0.00010729,0.00010729,0.00010729
90,29472.9,0.61571,0.49323,1.11243,0.88613,0.908,0.94995,0.77728,0.78344,0.49992,1.35804,9.90437e-05,9.90437e-05,9.90437e-05
91,30059.7,0.50695,0.3402,1.12153,0.87604,0.90137,0.93966,0.76856,0.77874,0.51987,1.36833,9.0797e-05,9.0797e-05,9.0797e-05
92,30648.6,0.49676,0.32377,1.10709,0.84609,0.931,0.93836,0.7672,0.7745,0.52653,1.37105,8.25503e-05,8.25503e-05,8.25503e-05
93,31236.6,0.48654,0.3091,1.09815,0.87148,0.90553,0.94334,0.77181,0.7703,0.50942,1.36288,7.43036e-05,7.43036e-05,7.43036e-05
94,31825.4,0.47414,0.30533,1.09669,0.89148,0.91419,0.95142,0.77839,0.77313,0.48552,1.37104,6.60569e-05,6.60569e-05,6.60569e-05
95,32413.1,0.47546,0.3016,1.08549,0.90585,0.88561,0.94907,0.77296,0.77685,0.49752,1.37835,5.78102e-05,5.78102e-05,5.78102e-05
96,33001.7,0.46292,0.28662,1.07803,0.861,0.9096,0.93987,0.76469,0.78369,0.5257,1.38742,4.95635e-05,4.95635e-05,4.95635e-05
97,33588.3,0.46334,0.28802,1.08542,0.86919,0.90005,0.93777,0.76534,0.78187,0.5323,1.38522,4.13168e-05,4.13168e-05,4.13168e-05
98,34174.7,0.45848,0.29439,1.08056,0.86302,0.91417,0.94071,0.76558,0.77961,0.52178,1.38329,3.30701e-05,3.30701e-05,3.30701e-05
99,34760.3,0.46301,0.27466,1.07203,0.88931,0.87848,0.93947,0.7697,0.77959,0.52163,1.38084,2.48234e-05,2.48234e-05,2.48234e-05
100,35353.9,0.45419,0.28448,1.07899,0.87619,0.89795,0.94361,0.77369,0.77464,0.50841,1.37696,1.65767e-05,1.65767e-05,1.65767e-05
