epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,68.3909,1.414,2.0665,1.58432,0.00167,0.5,0.00126,0.00025,3.56931,4.99788,3.16341,0.00037625,0.00037625,0.00037625
27,71.0175,1.23458,1.98627,1.38614,0,0,0,0,3.62548,4.83307,3.08343,0.000386152,0.000386152,0.000386152
28,73.6822,1.16387,1.70487,1.4283,0,0,0,0,3.62548,4.83307,3.08343,0.000395658,0.000395658,0.000395658
29,76.5323,1.05198,1.72617,1.34237,0,0,0,0,3.54071,4.94339,3.05597,0.000404768,0.000404768,0.000404768
30,79.0391,1.14995,1.88322,1.36816,0,0,0,0,3.54071,4.94339,3.05597,0.000413482,0.000413482,0.000413482
31,81.8859,1.3977,2.13071,1.59028,0,0,0,0,3.48445,5.06274,3.04653,0.0004218,0.0004218,0.0004218
32,84.5215,1.01978,1.87987,1.20419,0,0,0,0,3.48445,5.06274,3.04653,0.000429722,0.000429722,0.000429722
33,87.1296,1.03162,1.57603,1.29982,0,0,0,0,3.5603,4.86861,3.08476,0.000437248,0.000437248,0.000437248
34,89.5645,1.24462,1.91884,1.34395,0,0,0,0,3.5603,4.86861,3.08476,0.000444378,0.000444378,0.000444378
35,92.1988,1.02148,1.67029,1.2336,0,0,0,0,3.58328,5.00024,3.11212,0.000451112,0.000451112,0.000451112
36,94.6705,1.04491,1.57696,1.24858,0,0,0,0,3.58328,5.00024,3.11212,0.00045745,0.00045745,0.00045745
37,97.3276,1.17286,1.56914,1.28014,0,0,0,0,3.37222,4.93099,3.20108,0.000463392,0.000463392,0.000463392
38,99.8355,0.91346,1.56623,1.10531,0,0,0,0,3.37222,4.93099,3.20108,0.000468938,0.000468938,0.000468938
39,102.461,1.1604,1.96968,1.45165,0,0,0,0,3.2022,4.40107,3.22407,0.000474088,0.000474088,0.000474088
40,104.925,0.9464,1.57766,1.16842,0,0,0,0,3.2022,4.40107,3.22407,0.000478842,0.000478842,0.000478842
41,107.6,0.99893,1.95548,1.39335,0.00167,0.5,0.04992,0.00499,3.25647,4.34457,3.33298,0.0004832,0.0004832,0.0004832
42,110.084,1.13697,1.66558,1.31811,0.00167,0.5,0.04992,0.00499,3.25647,4.34457,3.33298,0.000487162,0.000487162,0.000487162
43,112.642,1.16942,1.78901,1.35269,0.00333,1,0.04844,0.00524,3.22031,4.33827,3.17611,0.000490728,0.000490728,0.000490728
44,115.153,1.17179,1.73559,1.2658,0.00333,1,0.04844,0.00524,3.22031,4.33827,3.17611,0.000493898,0.000493898,0.000493898
45,117.852,0.97964,1.57399,1.29933,0.00167,0.5,0.00492,0.00098,3.14188,4.44549,3.19723,0.000496672,0.000496672,0.000496672
46,120.45,1.16262,1.62382,1.39058,0.00167,0.5,0.00492,0.00098,3.14188,4.44549,3.19723,0.00049905,0.00049905,0.00049905
47,123.079,1.21515,1.56452,1.30709,0.00167,0.5,0.00307,0.00099,3.07192,4.9125,3.11365,0.000501032,0.000501032,0.000501032
48,125.566,1.15653,1.91303,1.51699,0.00167,0.5,0.00307,0.00099,3.07192,4.9125,3.11365,0.000502618,0.000502618,0.000502618
49,128.198,1.05072,1.55338,1.31378,0.00167,0.5,0.00238,0.00095,3.12204,4.80758,3.04307,0.000503808,0.000503808,0.000503808
50,130.651,0.9926,1.37785,1.15965,0.00167,0.5,0.00238,0.00095,3.12204,4.80758,3.04307,0.000504602,0.000504602,0.000504602
51,133.275,0.74545,1.2764,1.06755,0.00167,0.5,0.0024,0.00096,3.29794,4.81611,3.07108,0.000505,0.000505,0.000505
52,135.757,1.08193,1.39419,1.33659,0.00167,0.5,0.0024,0.00096,3.29794,4.81611,3.07108,0.000505002,0.000505002,0.000505002
53,138.51,1.17844,1.78889,1.47308,0.00167,0.5,0.0024,0.00096,3.29794,4.81611,3.07108,0.000504608,0.000504608,0.000504608
54,141.115,1.39497,2.05534,1.59595,0.00333,1,0.0047,0.00119,3.18487,5.36544,3.05935,0.000503818,0.000503818,0.000503818
55,143.805,1.00012,1.84186,1.36311,0.00333,1,0.0047,0.00119,3.18487,5.36544,3.05935,0.000502632,0.000502632,0.000502632
56,146.277,1.20999,1.53268,1.49713,0.00333,1,0.0047,0.00119,3.18487,5.36544,3.05935,0.00050105,0.00050105,0.00050105
57,149.046,1.03139,1.87034,1.34657,0.00333,1,0.00336,0.00095,3.20388,5.39852,3.04943,0.000499072,0.000499072,0.000499072
58,151.667,0.95915,1.5493,1.25273,0.00333,1,0.00336,0.00095,3.20388,5.39852,3.04943,0.000496698,0.000496698,0.000496698
59,154.178,1.19655,1.64637,1.34984,0.00333,1,0.00336,0.00095,3.20388,5.39852,3.04943,0.000493928,0.000493928,0.000493928
60,156.754,1.18952,1.39661,1.34731,0.00167,0.5,0.0016,0.00064,3.14325,5.43837,2.96164,0.000490762,0.000490762,0.000490762
61,159.219,1.0502,1.4263,1.2334,0.00167,0.5,0.0016,0.00064,3.14325,5.43837,2.96164,0.0004872,0.0004872,0.0004872
62,161.8,1.14536,1.63099,1.37643,0.00167,0.5,0.0016,0.00064,3.14325,5.43837,2.96164,0.000483242,0.000483242,0.000483242
63,164.444,1.06283,1.65074,1.28651,0.00167,0.5,0.00164,0.00049,3.26589,5.59612,3.10065,0.000478888,0.000478888,0.000478888
64,167.199,1.02003,1.45085,1.19444,0.00167,0.5,0.00164,0.00049,3.26589,5.59612,3.10065,0.000474138,0.000474138,0.000474138
65,169.873,1.07664,1.39283,1.32804,0.00167,0.5,0.00164,0.00049,3.26589,5.59612,3.10065,0.000468992,0.000468992,0.000468992
66,172.504,1.3632,1.99774,1.51556,0.00167,0.5,0.00215,0.00064,3.41034,5.49981,3.21434,0.00046345,0.00046345,0.00046345
67,175.004,1.00167,1.48558,1.18707,0.00167,0.5,0.00215,0.00064,3.41034,5.49981,3.21434,0.000457512,0.000457512,0.000457512
68,177.52,0.91758,1.66729,1.25178,0.00167,0.5,0.00215,0.00064,3.41034,5.49981,3.21434,0.000451178,0.000451178,0.000451178
69,180.156,0.89418,1.81817,1.17823,0.00167,0.5,0.00225,0.00068,3.30874,5.30428,3.29391,0.000444448,0.000444448,0.000444448
70,182.688,0.89262,1.36095,1.08971,0.00167,0.5,0.00225,0.00068,3.30874,5.30428,3.29391,0.000437322,0.000437322,0.000437322
71,185.275,1.09379,1.58668,1.16623,0.00167,0.5,0.00225,0.00068,3.30874,5.30428,3.29391,0.0004298,0.0004298,0.0004298
72,187.862,1.00318,1.38526,1.25617,0.00333,1,0.0076,0.00122,3.05443,5.39827,3.10838,0.000421882,0.000421882,0.000421882
73,190.384,0.66707,1.42026,0.9983,0.00333,1,0.0076,0.00122,3.05443,5.39827,3.10838,0.000413568,0.000413568,0.000413568
74,192.877,0.98898,1.44959,1.13616,0.00333,1,0.0076,0.00122,3.05443,5.39827,3.10838,0.000404858,0.000404858,0.000404858
75,195.497,0.98148,1.29499,1.17583,0.00167,0.5,0.00235,0.00071,3.11897,4.66256,3.06682,0.000395752,0.000395752,0.000395752
76,198.005,1.0865,1.45379,1.29474,0.00167,0.5,0.00235,0.00071,3.11897,4.66256,3.06682,0.00038625,0.00038625,0.00038625
77,200.576,1.44415,1.84556,1.50744,0.00167,0.5,0.00235,0.00071,3.11897,4.66256,3.06682,0.000376352,0.000376352,0.000376352
78,203.442,0.75412,1.21363,1.03846,0.00333,1,0.00768,0.00231,3.05267,4.34565,2.93079,0.000366058,0.000366058,0.000366058
79,206.22,0.94165,1.2252,1.15413,0.00333,1,0.00768,0.00231,3.05267,4.34565,2.93079,0.000355368,0.000355368,0.000355368
80,209.012,0.74792,1.16938,1.10255,0.00333,1,0.00768,0.00231,3.05267,4.34565,2.93079,0.000344282,0.000344282,0.000344282
81,211.949,1.02909,1.28989,1.20084,0.00333,1,0.04194,0.0052,2.98652,4.17993,2.86989,0.0003328,0.0003328,0.0003328
82,214.651,0.81708,1.3055,1.09302,0.00333,1,0.04194,0.0052,2.98652,4.17993,2.86989,0.000320922,0.000320922,0.000320922
83,217.352,0.87231,1.46422,1.07937,0.00333,1,0.04194,0.0052,2.98652,4.17993,2.86989,0.000308648,0.000308648,0.000308648
84,219.958,1.014,1.48835,1.43605,0.00333,1,0.10474,0.01312,2.90566,4.20069,2.8349,0.000295978,0.000295978,0.000295978
85,222.629,0.84813,1.24486,1.14838,0.00333,1,0.10474,0.01312,2.90566,4.20069,2.8349,0.000282912,0.000282912,0.000282912
86,225.27,1.02253,1.28954,1.27295,0.00333,1,0.10474,0.01312,2.90566,4.20069,2.8349,0.00026945,0.00026945,0.00026945
87,227.95,0.84623,1.58152,1.16869,0.00333,1,0.10474,0.01312,2.90566,4.20069,2.8349,0.000255592,0.000255592,0.000255592
88,230.71,0.77932,1.10659,1.05075,0.00333,1,0.15308,0.02301,2.93171,3.9888,2.85019,0.000241338,0.000241338,0.000241338
89,233.275,0.91567,1.24655,1.14388,0.00333,1,0.15308,0.02301,2.93171,3.9888,2.85019,0.000226688,0.000226688,0.000226688
90,235.781,0.86927,1.23811,1.20573,0.00333,1,0.15308,0.02301,2.93171,3.9888,2.85019,0.000211642,0.000211642,0.000211642
91,238.28,0.67283,1.46179,0.93099,0.00333,1,0.15308,0.02301,2.93171,3.9888,2.85019,0.0001962,0.0001962,0.0001962
92,240.785,0.51809,1.2875,0.95123,0.00333,1,0.06668,0.01913,2.94534,3.82232,2.81598,0.000180362,0.000180362,0.000180362
93,243.4,0.55303,1.22942,0.90141,0.00333,1,0.06668,0.01913,2.94534,3.82232,2.81598,0.000164128,0.000164128,0.000164128
94,245.853,0.6673,1.48534,1.06814,0.00333,1,0.06668,0.01913,2.94534,3.82232,2.81598,0.000147498,0.000147498,0.000147498
95,248.274,0.67104,1.47271,0.97661,0.00333,1,0.06668,0.01913,2.94534,3.82232,2.81598,0.000130472,0.000130472,0.000130472
96,250.784,0.61185,1.30185,1.03792,0.00333,1,0.12907,0.03774,3.02779,3.6897,2.83386,0.00011305,0.00011305,0.00011305
97,253.301,0.65406,1.33247,1.0567,0.00333,1,0.12907,0.03774,3.02779,3.6897,2.83386,9.5232e-05,9.5232e-05,9.5232e-05
98,255.711,0.55596,1.27483,0.89124,0.00333,1,0.12907,0.03774,3.02779,3.6897,2.83386,7.7018e-05,7.7018e-05,7.7018e-05
99,258.163,0.67839,1.28393,1.04766,0.00333,1,0.12907,0.03774,3.02779,3.6897,2.83386,5.8408e-05,5.8408e-05,5.8408e-05
100,260.687,0.55722,1.34924,1.02311,0.30798,0.46196,0.19726,0.06528,3.09356,4.33467,2.84189,3.9402e-05,3.9402e-05,3.9402e-05
